x,y,z,r,g,b
0.785000,0.887218,0.866667,247,217,175
0.785000,0.894737,0.878431,249,222,172
0.785000,0.902256,0.796078,230,199,152
0.785000,0.909774,0.482353,149,117,85
0.790000,0.518797,0.631373,158,163,157
0.790000,0.526316,0.580392,146,149,144
0.790000,0.533835,0.325490,82,84,81
0.790000,0.541353,0.309804,78,80,77
0.790000,0.864662,0.352941,98,89,77
0.790000,0.872180,0.360784,105,90,65
0.790000,0.879699,0.886275,245,223,193
0.790000,0.887218,0.901961,252,227,187
0.790000,0.894737,0.890196,252,225,173
0.790000,0.902256,0.698039,201,175,130
0.790000,0.909774,0.309804,96,76,49
0.795000,0.518797,0.627451,157,162,156
0.797500,0.526316,0.615687,155,158,154
0.797500,0.533835,0.441176,111,113,110
0.797500,0.864662,0.303922,89,75,58
0.797500,0.872180,0.439215,130,109,78
0.797500,0.879699,0.896078,248,224,195
0.797500,0.894737,0.845098,245,211,159
0.797500,0.902256,0.645098,191,160,116
0.805000,0.526316,0.611765,154,157,153
0.805000,0.533835,0.568627,144,146,143
0.805000,0.541353,0.301961,76,78,75
0.805000,0.872180,0.450980,129,114,85
0.805000,0.879699,0.898039,246,228,191
0.805000,0.887218,0.905882,250,229,188
0.805000,0.894737,0.870588,249,218,174
0.805000,0.902256,0.580392,177,142,106
0.810000,0.548872,0.301961,75,78,74
0.810000,0.902256,0.439216,134,108,78
0.812500,0.526316,0.621569,156,159,155
0.812500,0.533835,0.598039,151,153,150
0.812500,0.541353,0.362745,91,93,90
0.812500,0.864662,0.345098,95,87,72
0.812500,0.872180,0.392157,114,99,69
0.812500,0.879699,0.829412,233,209,168
0.812500,0.887218,0.778432,222,194,154
0.812500,0.894737,0.511765,155,126,88
0.820000,0.533835,0.623529,158,160,157
0.820000,0.541353,0.431373,109,111,108
0.820000,0.857143,0.384314,115,93,78
0.820000,0.864662,0.329412,92,83,69
0.820000,0.872180,0.325490,97,82,52
0.820000,0.879699,0.843137,243,210,168
0.820000,0.887218,0.721569,214,178,137
0.820000,0.894737,0.349020,113,85,51
0.825000,0.533835,0.627451,159,161,158
0.825000,0.541353,0.454902,115,117,114
0.825000,0.842105,0.325490,91,81,70
0.825000,0.849624,0.419608,126,102,85
0.825000,0.857143,0.392157,117,95,80
0.825000,0.864662,0.427451,117,108,94
0.825000,0.872180,0.329412,98,83,54
0.825000,0.879699,0.843137,241,210,169
0.825000,0.887218,0.678431,203,167,128
0.825000,0.894737,0.439216,137,107,73
0.825000,0.902256,0.396078,121,97,66
0.830000,0.932331,0.321569,106,76,49
0.832500,0.533835,0.613725,152,159,155
0.832500,0.541353,0.498039,124,128,124
0.832500,0.842105,0.360784,105,90,68
0.832500,0.849624,0.437255,129,108,83
0.832500,0.857143,0.547059,161,135,104
0.832500,0.864662,0.580392,170,143,112
0.832500,0.872180,0.378431,117,92,62
0.832500,0.879699,0.792157,230,196,156
0.832500,0.887218,0.705882,213,173,128
0.832500,0.894737,0.592157,184,143,103
0.832500,0.902256,0.396078,130,93,63
0.835000,0.556391,0.329412,85,84,82
0.835000,0.939850,0.305882,107,72,36
0.835000,0.947368,0.333333,117,78,36
0.835000,0.954887,0.368627,128,87,39
0.835000,0.962406,0.419608,142,103,35
0.835000,0.969925,0.431373,143,105,46
0.835000,0.977444,0.419608,136,102,54
0.835000,0.992481,0.305882,101,73,44
0.840000,0.533835,0.603922,152,156,150
0.840000,0.541353,0.592157,150,152,146
0.840000,0.548872,0.364706,94,94,89
0.840000,0.556391,0.356863,93,91,87
0.840000,0.842105,0.403922,112,102,87
0.840000,0.849624,0.372549,111,92,71
0.840000,0.857143,0.529412,160,130,99
0.840000,0.864662,0.721569,213,178,143
0.840000,0.872180,0.427451,138,102,66
0.840000,0.879699,0.501961,154,121,93
0.840000,0.887218,0.392157,126,93,65
0.840000,0.894737,0.415686,134,99,68
0.840000,0.902256,0.462745,144,111,84
0.840000,0.939850,0.345098,118,82,41
0.840000,0.947368,0.415686,141,100,48
0.840000,0.954887,0.490196,163,118,58
0.840000,0.962406,0.596078,193,146,75
0.840000,0.969925,0.674510,209,166,105
0.840000,0.977444,0.439216,142,106,62
0.845000,0.872180,0.317647,98,77,58
0.845000,0.879699,0.301961,95,71,57
0.845000,0.894737,0.321569,107,75,54
0.845000,0.902256,0.466667,143,112,88
0.845000,0.962406,0.301961,110,69,30
0.847500,0.541353,0.603922,155,155,147
0.847500,0.548872,0.490196,127,125,118
0.847500,0.556391,0.347059,92,87,81
0.847500,0.849624,0.325490,92,81,69
0.847500,0.857143,0.421569,123,104,86
0.847500,0.864662,0.523530,150,129,110
0.850000,0.563910,0.364706,96,92,88
0.855000,0.541353,0.584314,149,150,145
0.855000,0.548872,0.631373,162,162,157
0.855000,0.556391,0.403922,106,102,99
0.855000,0.563910,0.352941,93,90,86
0.855000,0.857143,0.411765,123,102,77
0.855000,0.864662,0.458824,133,113,95
0.855000,0.909774,0.356863,112,86,64
0.860000,0.548872,0.627451,160,161,156
0.860000,0.556391,0.447059,116,113,110
0.860000,0.563910,0.313725,83,80,76
0.860000,0.849624,0.376471,107,94,79
0.860000,0.857143,0.415686,118,104,86
0.860000,0.864662,0.384314,109,95,82
0.860000,0.909774,0.360784,113,86,65
0.865000,0.857143,0.356863,95,90,84
0.867500,0.548872,0.607843,155,155,151
0.867500,0.556391,0.572549,148,145,142
0.867500,0.563910,0.376471,99,96,92
0.867500,0.571429,0.315687,80,81,76
0.867500,0.849624,0.337255,91,84,79
0.867500,0.909774,0.366666,114,88,66
0.870000,0.834586,0.368627,109,91,71
0.870000,0.842105,0.435294,122,108,98
0.875000,0.556391,0.615686,160,156,153
0.875000,0.563910,0.525490,137,134,130
0.875000,0.571429,0.341176,87,88,83
0.875000,0.834586,0.470588,137,117,94
0.875000,0.842105,0.356863,106,87,73
0.875000,0.909774,0.349020,110,84,62
0.875000,0.947368,0.305882,106,71,42
0.875000,0.954887,0.403922,131,98,56
0.875000,0.962406,0.368627,122,87,58
0.875000,0.977444,0.427451,136,102,71
0.880000,0.556391,0.603922,157,153,150
0.880000,0.563910,0.576471,149,146,143
0.880000,0.571429,0.407843,105,105,100
0.880000,0.578947,0.313725,80,80,77
0.880000,0.586466,0.309804,79,80,78
0.880000,0.819549,0.341176,98,84,74
0.880000,0.827068,0.309804,90,76,63
0.880000,0.834586,0.462745,135,114,92
0.880000,0.842105,0.521569,158,126,100
0.880000,0.849624,0.360784,95,91,90
0.880000,0.887218,0.305882,99,69,66
0.880000,0.909774,0.341176,108,80,65
0.880000,0.924812,0.309804,103,74,41
0.880000,0.939850,0.333333,113,78,47
0.880000,0.947368,0.427451,141,102,59
0.880000,0.954887,0.580392,183,142,90
0.880000,0.962406,0.415686,137,97,68
0.880000,0.969925,0.372549,131,86,50
0.880000,0.977444,0.541176,172,130,93
0.885000,0.849624,0.321569,84,82,80
0.887500,0.563910,0.611765,159,155,152
0.887500,0.571429,0.549019,141,140,136
0.887500,0.578947,0.394118,101,100,96
0.887500,0.586466,0.331372,85,84,81
0.887500,0.593985,0.329412,85,84,80
0.887500,0.819549,0.335294,92,84,74
0.887500,0.827068,0.356862,93,91,83
0.887500,0.834586,0.401961,116,100,79
0.887500,0.842105,0.594118,180,144,111
0.887500,0.887218,0.458824,141,111,83
0.887500,0.924812,0.325491,113,76,40
0.887500,0.932331,0.352942,121,82,46
0.887500,0.939850,0.443137,145,105,67
0.887500,0.947368,0.454902,148,108,69
0.887500,0.954887,0.517647,165,124,87
0.887500,0.969925,0.533333,177,126,78
0.887500,0.977444,0.560784,182,134,85
0.887500,0.984962,0.388236,129,91,57
0.890000,0.894737,0.415686,136,101,57
0.890000,0.962406,0.603922,194,145,98
0.895000,0.571429,0.600000,154,153,148
0.895000,0.578947,0.615686,158,157,153
0.895000,0.586466,0.501961,129,129,124
0.895000,0.593985,0.349020,90,89,85
0.895000,0.601504,0.337255,87,86,82
0.895000,0.819549,0.317647,86,81,70
0.895000,0.827068,0.317647,81,82,76
0.895000,0.834586,0.423529,119,106,89
0.895000,0.842105,0.576471,170,142,110
0.895000,0.849624,0.713725,201,178,151
0.895000,0.894737,0.490196,157,119,76
0.895000,0.917293,0.400000,130,94,71
0.895000,0.924812,0.396078,137,92,54
0.895000,0.932331,0.486275,165,115,65
0.895000,0.939850,0.501961,168,120,67
0.895000,0.947368,0.439216,147,104,64
0.895000,0.954887,0.341176,118,79,49
0.895000,0.962406,0.560784,186,134,79
0.895000,0.969925,0.792157,247,194,126
0.895000,0.977444,0.823529,252,203,137
0.895000,0.984962,0.529412,165,129,86
0.900000,0.578947,0.596078,153,152,148
0.902500,0.586466,0.594118,153,151,148
0.902500,0.593985,0.515687,132,131,127
0.902500,0.601504,0.364706,94,93,89
0.902500,0.609023,0.307843,78,78,78
0.902500,0.812030,0.349019,100,86,72
0.902500,0.819549,0.319607,91,79,69
0.902500,0.834586,0.358824,108,86,74
0.902500,0.842105,0.454902,136,112,82
0.902500,0.849624,0.729412,214,180,142
0.902500,0.894737,0.717647,217,178,120
0.902500,0.924812,0.394118,133,92,58
0.902500,0.932331,0.582353,191,139,84
0.902500,0.939850,0.647059,212,155,92
0.902500,0.947368,0.594118,194,141,92
0.902500,0.954887,0.488236,161,114,81
0.902500,0.962406,0.562745,185,134,85
0.902500,0.969925,0.805882,244,200,130
0.902500,0.977444,0.849020,249,214,141
0.902500,0.984962,0.727451,207,184,134
0.905000,0.827068,0.384314,108,95,90
0.905000,0.887218,0.521569,157,131,80
0.905000,0.917293,0.321569,103,77,54
0.910000,0.586466,0.600000,153,154,149
0.910000,0.593985,0.584314,149,150,145
0.910000,0.601504,0.568627,145,146,141
0.910000,0.609023,0.388235,99,99,97
0.910000,0.616541,0.317647,81,81,79
0.910000,0.812030,0.317647,87,80,74
0.910000,0.819549,0.423529,123,104,93
0.910000,0.827068,0.396078,121,96,76
0.910000,0.834586,0.501961,148,123,98
0.910000,0.842105,0.313725,97,77,53
0.910000,0.849624,0.380392,115,93,69
0.910000,0.887218,0.462745,143,114,73
0.910000,0.894737,0.772549,234,191,128
0.910000,0.917293,0.454902,146,109,74
0.910000,0.924812,0.615686,201,148,91
0.910000,0.932331,0.654902,208,158,102
0.910000,0.947368,0.584314,182,144,91
0.910000,0.954887,0.733333,219,182,129
0.910000,0.962406,0.792157,240,196,130
0.910000,0.969925,0.815686,249,201,136
0.910000,0.977444,0.780392,231,194,137
0.910000,0.984962,0.674510,194,169,129
0.915000,0.593985,0.596078,152,153,148
0.915000,0.601504,0.576471,147,148,143
0.915000,0.609023,0.525490,134,134,132
0.915000,0.616541,0.345098,88,88,86
0.915000,0.819549,0.396078,113,97,86
0.915000,0.827068,0.400000,119,97,80
0.915000,0.842105,0.341176,107,81,62
0.915000,0.849624,0.364706,115,87,65
0.915000,0.887218,0.635294,187,160,111
0.915000,0.894737,0.835294,250,210,135
0.915000,0.902256,0.345098,110,84,47
0.915000,0.909774,0.364706,111,89,67
0.915000,0.917293,0.505882,162,123,76
0.915000,0.924812,0.760784,234,187,122
0.915000,0.932331,0.600000,191,147,87
0.915000,0.939850,0.333333,120,79,26
0.915000,0.947368,0.333333,117,79,32
0.915000,0.954887,0.392157,131,95,47
0.915000,0.962406,0.870588,252,221,152
0.915000,0.969925,0.835294,245,210,142
0.915000,0.977444,0.415686,138,102,46
0.920000,0.947368,0.615686,188,152,105
0.920000,0.984962,0.431373,129,108,69
0.922500,0.601504,0.594118,151,152,147
0.922500,0.609023,0.578431,147,147,145
0.922500,0.616541,0.345098,88,88,86
0.922500,0.624060,0.329412,84,84,82
0.922500,0.819549,0.358824,103,88,80
0.922500,0.827068,0.386275,111,95,82
0.922500,0.834586,0.396078,112,99,82
0.922500,0.849624,0.392157,122,94,71
0.922500,0.887218,0.713726,208,180,124
0.922500,0.894737,0.831373,250,209,124
0.922500,0.902256,0.441177,133,110,65
0.922500,0.909774,0.529412,149,132,112
0.922500,0.917293,0.588235,176,145,107
0.922500,0.924812,0.674510,203,167,114
0.922500,0.932331,0.605883,186,149,99
0.922500,0.939850,0.476471,153,115,69
0.922500,0.954887,0.545098,169,133,89
0.922500,0.962406,0.737255,221,184,121
0.922500,0.969925,0.719608,217,179,117
0.922500,0.977444,0.529411,166,130,76
0.925000,0.842105,0.396078,112,99,86
0.925000,0.857143,0.403922,121,98,78
0.930000,0.609023,0.580392,148,148,146
0.930000,0.616541,0.337255,86,86,84
0.930000,0.624060,0.329412,84,84,82
0.930000,0.834586,0.419608,115,106,94
0.930000,0.857143,0.615686,177,153,127
0.930000,0.864662,0.611765,163,155,140
0.930000,0.872180,0.572549,154,145,132
0.930000,0.879699,0.580392,156,145,139
0.930000,0.887218,0.772549,225,194,142
0.930000,0.894737,0.756863,230,191,109
0.930000,0.902256,0.329412,96,84,49
0.930000,0.917293,0.313725,95,75,63
0.930000,0.924812,0.392157,127,93,65
0.930000,0.932331,0.392157,128,94,61
0.930000,0.939850,0.411765,133,99,61
0.930000,0.947368,0.360784,121,86,45
0.930000,0.954887,0.454902,146,110,64
0.930000,0.962406,0.447059,164,102,48
0.930000,0.969925,0.439216,158,101,45
0.930000,0.977444,0.443137,148,106,56
0.935000,0.609023,0.596078,153,153,147
0.935000,0.616541,0.474510,121,122,117
0.935000,0.624060,0.333333,83,86,82
0.935000,0.631579,0.313725,77,81,80
0.935000,0.834586,0.329412,91,82,77
0.935000,0.842105,0.309804,73,83,71
0.935000,0.872180,0.317647,87,78,78
0.935000,0.879699,0.313725,76,86,63
0.935000,0.887218,0.611765,189,148,115
0.935000,0.894737,0.607843,204,143,84
0.935000,0.924812,0.376471,115,92,68
0.935000,0.932331,0.368627,116,89,63
0.935000,0.939850,0.368627,121,88,58
0.935000,0.947368,0.372549,124,88,54
0.935000,0.954887,0.380392,128,90,53
0.935000,0.962406,0.396078,131,95,53
0.935000,0.969925,0.360784,117,87,49
0.935000,0.977444,0.376471,125,91,45
0.940000,0.639098,0.321569,78,84,84
0.942500,0.609023,0.586275,150,150,145
0.942500,0.616541,0.598039,153,153,148
0.942500,0.624060,0.425490,106,110,105
0.942500,0.631579,0.315686,77,81,80
0.942500,0.834586,0.331372,89,83,77
0.942500,0.842105,0.415686,123,102,81
0.942500,0.887218,0.600000,180,149,103
0.942500,0.894737,0.611764,198,150,72
0.942500,0.917293,0.517647,155,128,89
0.942500,0.924812,0.849020,240,213,168
0.942500,0.932331,0.854902,241,216,167
0.942500,0.939850,0.850981,240,216,163
0.942500,0.947368,0.839216,237,213,156
0.942500,0.954887,0.841177,238,213,156
0.942500,0.962406,0.833333,241,209,156
0.942500,0.969925,0.835294,235,211,160
0.942500,0.977444,0.788235,231,197,141
0.942500,0.984962,0.596078,176,150,98
0.945000,0.849624,0.517647,162,124,97
0.945000,0.857143,0.384314,118,93,75
0.945000,0.909774,0.470588,134,117,102
0.950000,0.616541,0.564706,144,145,140
0.950000,0.624060,0.596078,150,154,149
0.950000,0.631579,0.407843,101,105,104
0.950000,0.646617,0.305882,77,79,78
0.950000,0.842105,0.364706,108,88,80
0.950000,0.849624,0.435294,136,104,83
0.950000,0.857143,0.411765,126,100,79
0.950000,0.864662,0.325490,89,82,74
0.950000,0.872180,0.305882,81,78,68
0.950000,0.887218,0.443137,133,110,72
0.950000,0.894737,0.427451,137,106,49
0.950000,0.902256,0.333333,103,80,66
0.950000,0.917293,0.443137,131,113,68
0.950000,0.924812,0.886275,250,226,166
0.950000,0.932331,0.913725,255,233,173
0.950000,0.969925,0.890196,252,225,169
0.950000,0.977444,0.811765,240,203,142
0.950000,0.984962,0.592157,180,147,92
0.955000,0.842105,0.309804,76,79,87
0.957500,0.624060,0.582353,148,149,145
0.957500,0.631579,0.560784,142,143,141
0.957500,0.639098,0.423530,106,109,106
0.957500,0.646617,0.311765,78,80,79
0.957500,0.849624,0.352941,95,89,79
0.957500,0.857143,0.701961,192,176,157
0.957500,0.864662,0.913725,248,231,203
0.957500,0.872180,0.864706,242,218,177
0.957500,0.879699,0.562745,162,140,108
0.957500,0.917293,0.392157,109,101,69
0.957500,0.924812,0.882353,248,224,165
0.957500,0.969925,0.898039,251,228,172
0.957500,0.977444,0.825490,242,207,147
0.957500,0.984962,0.641177,193,158,109
0.960000,0.654135,0.301961,72,80,78
0.960000,0.789474,0.470588,126,121,100
0.960000,0.796992,0.301961,77,77,73
0.960000,0.887218,0.341176,107,85,46
0.960000,0.932331,0.890196,249,226,172
0.965000,0.631579,0.588235,151,150,146
0.965000,0.639098,0.556863,143,142,138
0.965000,0.646617,0.396078,100,102,100
0.965000,0.654135,0.301961,73,79,77
0.965000,0.789474,0.372549,104,94,75
0.965000,0.857143,0.333333,92,82,83
0.965000,0.864662,0.341176,101,83,71
0.965000,0.872180,0.450980,135,110,85
0.965000,0.879699,0.819608,232,203,177
0.965000,0.887218,0.827451,234,205,178
0.965000,0.894737,0.870588,236,221,193
0.965000,0.902256,0.537255,152,134,110
0.965000,0.917293,0.400000,116,101,68
0.965000,0.924812,0.874510,253,220,159
0.965000,0.932331,0.901961,254,229,174
0.965000,0.969925,0.913725,251,235,177
0.965000,0.977444,0.850980,249,214,150
0.965000,0.984962,0.823529,239,206,157
0.970000,0.631579,0.580392,149,148,144
0.970000,0.639098,0.588235,151,150,146
0.970000,0.646617,0.498039,128,127,126
0.970000,0.654135,0.309804,76,80,79
0.970000,0.781955,0.529412,144,134,118
0.970000,0.789474,0.372549,109,92,73
0.970000,0.796992,0.321569,98,76,71
0.970000,0.842105,0.329412,85,84,81
0.970000,0.857143,0.454902,126,113,109
0.970000,0.864662,0.447059,128,110,96
0.970000,0.872180,0.419608,125,103,77
0.970000,0.879699,0.772549,222,192,159
0.970000,0.887218,0.945098,255,240,206
0.970000,0.894737,0.878431,246,220,191
0.970000,0.902256,0.470588,138,117,91
0.970000,0.917293,0.400000,118,101,65
0.970000,0.924812,0.878431,253,221,164
0.970000,0.932331,0.905882,254,230,177
0.970000,0.939850,0.898039,253,227,177
0.970000,0.947368,0.898039,254,227,174
0.970000,0.954887,0.913725,255,233,177
0.970000,0.962406,0.894118,253,226,173
0.970000,0.969925,0.901961,253,228,177
0.970000,0.977444,0.811765,241,202,144
0.970000,0.984962,0.839216,242,210,160
0.975000,0.774436,0.301961,80,76,78
0.975000,0.827068,0.301961,90,74,58
0.975000,0.902256,0.403922,120,101,68
0.975000,0.917293,0.317647,91,83,47
0.975000,0.924812,0.643137,182,163,120
0.975000,0.932331,0.662745,185,168,128
0.975000,0.939850,0.643137,180,164,123
0.975000,0.947368,0.666667,190,168,124
0.975000,0.954887,0.670588,193,169,120
0.975000,0.962406,0.658824,188,166,129
0.975000,0.969925,0.690196,191,176,140
0.975000,0.977444,0.619608,182,155,112
0.975000,0.984962,0.580392,177,143,101
0.975000,0.992481,0.337255,104,82,58
0.977500,0.639098,0.568627,146,145,141
0.977500,0.646617,0.556862,146,140,140
0.977500,0.654135,0.368627,93,94,93
0.977500,0.781955,0.409804,115,102,86
0.977500,0.789474,0.639215,186,159,126
0.977500,0.796992,0.560784,174,134,108
0.977500,0.804511,0.439215,127,109,89
0.977500,0.834586,0.507843,150,124,99
0.977500,0.842105,0.543138,158,135,105
0.977500,0.849624,0.500000,148,123,96
0.977500,0.857143,0.474510,143,115,89
0.977500,0.864662,0.478431,145,116,85
0.977500,0.872180,0.505882,153,125,85
0.977500,0.879699,0.725490,209,182,137
0.977500,0.887218,0.868628,243,218,178
0.977500,0.894737,0.684314,195,170,140
0.985000,0.646617,0.564706,146,144,141
0.985000,0.654135,0.400000,102,103,101
0.985000,0.781955,0.301961,85,76,63
0.985000,0.789474,0.713725,204,178,146
0.985000,0.796992,0.760784,229,186,145
0.985000,0.804511,0.717647,211,177,141
0.985000,0.812030,0.443137,131,109,83
0.985000,0.834586,0.447059,129,111,90
0.985000,0.842105,0.658824,196,161,130
0.985000,0.849624,0.600000,181,146,116
0.985000,0.857143,0.631373,189,154,127
0.985000,0.864662,0.521569,159,127,99
0.985000,0.872180,0.388235,123,94,66
0.985000,0.879699,0.533333,147,134,118
0.985000,0.887218,0.647059,169,165,156
0.985000,0.894737,0.396078,105,100,96
0.990000,0.796992,0.705882,213,172,131
0.990000,0.827068,0.301961,76,78,74
0.990000,0.872180,0.380392,109,94,77
0.992500,0.646617,0.554902,140,142,137
0.992500,0.654135,0.384313,97,99,96
0.992500,0.661654,0.309803,76,81,80
0.992500,0.781955,0.313726,85,79,68
0.992500,0.789474,0.645098,184,160,132
0.992500,0.804511,0.649019,195,158,122
0.992500,0.812030,0.578431,174,141,111
0.992500,0.834586,0.433334,125,107,87
0.992500,0.842105,0.596079,178,146,114
0.992500,0.857143,0.584314,172,143,115
0.992500,0.864662,0.429412,124,106,87
0.995000,0.819549,0.352941,99,88,73
